,ID,label,subset,resolution,duration,caption,url
68,l5xW6UZWwBs,Shuffleboard,training,1920x1080,87.82,"[([7.9, 12.29], 'There two old men wearing straw hats, dressed in t-shirts and shorts getting ready to play shuffleboard.'), ([12.29, 16.69], ' There two other men standing a few yards away with their cue sticks.'), ([16.69, 27.22], ' A woman with gray hair and a yellow shirt is seen playing shuffleboard.'), ([27.22, 62.35], ' There are two discs on the ground that get hit by another disc.'), ([62.35, 75.52], ' Several spectators are watching a shuffleboard event where various people are competing and playing.'), ([75.52, 87.82], ' One of the players adjusts his discs before hitting it with the cue stick.')]",https://www.youtube.com/watch?v=l5xW6UZWwBs
69,bw96D55q2FI,Longboarding,training,1280x720,130.31,"[([0, 1.95], 'A skateboarder comes by and rolls in a patch of dirt by the side walk.'), ([1.95, 25.41], 'A man then begins to ride his skateboard from the top of the roof down an inclined road.'), ([25.41, 60.59], 'The man then begins moving and skateboarding throughout the neighborhood and interacting with the people.'), ([60.59, 100.34], 'All of a sudden,the man walks through the subway and gets off his skateboard until he gets to his destination.'), ([100.34, 130.31], 'He then proceeds to skate through the city,jumping over the poles and the credits begin to roll.')]",https://www.youtube.com/watch?v=bw96D55q2FI
70,M6FdaEstXbI,Powerbocking,validation,1280x720,114.06,"[([0, 3.99], 'Paint splashes are on the screen with mylorraine spelled out.'), ([3.99, 11.98], ' A man is attaching metal stilts to his legs and a helmet to his head.'), ([11.98, 19.39], ' He is jumping and doing tricks with the metal stilts.'), ([19.39, 25.09], ' He is marching in place on the stilts.'), ([25.09, 27.37], '  He jumps over a bench.'), ([27.37, 61.02], ' He is being interviewed about the stilts while clips are being shown on ways to use the stilts.'), ([61.02, 66.72], ' He is walking normal on the stilts.'), ([66.72, 77.56], ' The man is talking again.'), ([77.56, 87.25], '  There are more scenes of him bouncing around on the stilts.'), ([87.25, 95.24], '  A group of children and adults are playing on the stilts.'), ([95.24, 100.37], ' An instructor is helping gear up a man with the stilts.'), ([100.37, 107.21], '  The student is being interviewed.'), ([107.21, 114.06], ' The clip ends with paint splash.')]",https://www.youtube.com/watch?v=M6FdaEstXbI
71,jwqotL-yNvE,Triple jump,training,1920x1080,168.18,"[([0, 18.5], 'A video is shown of a first person view of someone exploring a large open field on the way to a track.'), ([19.34, 168.18], ' Then, the person puts the camera down and begins working out on the track.'), ([65.59, 84.09], ' The guys takes off his track suit and continues to work out.'), ([116.05, 131.18], ' He flips himself over in the air and lands on a pile of sand.'), ([132.86, 168.18], ' He proceeds to do some break dancing moves before the video ends.')]",https://www.youtube.com/watch?v=jwqotL-yNvE
72,Uo9q4riquHM,Cutting the grass,training,1920x1080,102.87,"[([0, 26.74], 'It is raining outside while a man is on a lawn mower mowing his lawn.'), ([17.49, 18.52], ' The camera focuses on water dripping down.'), ([26.74, 33.95], ' The man rearranges himself on the mower.'), ([34.97, 102.86], ' He continues to mow the lawn.'), ([78.18, 85.38], ' The camera focuses on the running water again.'), ([85.89, 94.64], ' It goes back to the man mowing.'), ([94.64, 102.86], ' Then switches back to the running water.')]",https://www.youtube.com/watch?v=Uo9q4riquHM
73,-5h2E52tl4Q,Cleaning sink,training,1280x720,114.52000000000001,"[([0, 114.52], 'A middle aged female talks about a cleaning product.'), ([12.02, 23.48], ' The female opens a container of cleaner and puts it on a rag.'), ([24.05, 50.39], ' The female then uses the rag to rub the inside of the sink.'), ([53.82, 54.97], ' The same female then uses a different rag to rub the sink surface.'), ([62.99, 111.66], ' The female puts more cleaner on the rag and cleans the counter top.')]",https://www.youtube.com/watch?v=-5h2E52tl4Q
74,6iuD3pSgBcw,Playing drums,training,1920x1080,208.21,"[([0, 15.62], 'A young man is standing on stage and eventually several other boys join in wearing kilts.'), ([16.66, 208.21], ' They stand in front of one drum and perform a routine using only drums.'), ([33.31, 188.43], ' The boys spin and flip their sticks constantly and continue performing their drumming routine.'), ([92.66, 129.09], ' One stands up and begins singing a song while the others join in.'), ([139.5, 208.21], "" They boys go back to playing the drums and finally finish by playing each other's drums and faster than other."")]",https://www.youtube.com/watch?v=6iuD3pSgBcw
75,qumU7AgV3Mk,Curling,training,1280x720,131.54,"[([2.63, 115.76], 'People interact in a circling ice arena.'), ([7.89, 21.7], ' A lady talks to a group of males.'), ([62.48, 65.11], ' A guy slips, falls on the ice arena, and laughs.'), ([92.08, 92.74], ' A man opens his mouth very wide to show his excitement.'), ([104.58, 106.55], ' A lady stops the circling stone with a broom.'), ([116.41, 130.88], ' The credits with two mini clips are shown.')]",https://www.youtube.com/watch?v=qumU7AgV3Mk
76,J4vq7MLMAtY,Table soccer,training,1280x720,149.56,"[([0, 149.56], 'Several people are shown at a party playing different games and having fun.'), ([9.72, 23.18], ' A man begins to talk to one of the women as she is playing one of the games.'), ([47.11, 137.6], ' The game begins to get heated while several of the women laugh and joke around.'), ([83.75, 88.24], ' One of the women takes a picture of the laughing women playing the game.'), ([90.48, 128.62], ' A man helps as the women try to get the hang of playing the game.')]",https://www.youtube.com/watch?v=J4vq7MLMAtY
77,0FTaJwbFdZI,Belly dance,training,1920x1080,203.66,"[([8.15, 203.66], 'A woman is doing a dance routine on a stage.'), ([31.57, 60.08], ' She twirls and kicks her legs around.'), ([50.92, 107.94], ' She moves all around the stages and bends her body in numerous ways.'), ([89.61, 172.1], ' She continues shaking her body for the audience to see.'), ([89.61, 197.55], ' She shakes her hips back and fourth while moving her arms in various ways.')]",https://www.youtube.com/watch?v=0FTaJwbFdZI
78,XdqHO4x2FL0,Arm wrestling,validation,1920x1080,68.13,"[([0, 1.7], 'We see an opening screen on white.'), ([1.7, 28.27], ' A buff man shows off his muscles on a city street.'), ([10.9, 19.76], ' The man holds up both arms.'), ([28.27, 50.41], ' The man in purple arm wrestles.'), ([47.69, 50.41], ' The purple shirt man wins the match.'), ([57.23, 66.08], ' The men get up from the table and the buff man in purple laughs.'), ([66.77, 68.13], ' We see the closing screen.')]",https://www.youtube.com/watch?v=XdqHO4x2FL0
79,QLVgy-1ydr0,Bullfighting,training,1280x720,215.39,"[([0, 11.85], 'A male attaches a hollow stick on a bull whom chases him.'), ([0, 190.62], '  A guy messes with a bull.'), ([71.08, 73.23], ' A bull pushes a man down.'), ([105.54, 106.62], ' The audience claps while standing.'), ([114.16, 117.39], ' The bull is lured into a pen and the gates are close.'), ([120.62, 121.69], ' The male gives a thumbs up and smiles.'), ([129.23, 159.39], ' A male attaches two hollow sticks on a bull and runs off.'), ([160.46, 162.62], ' The bull tackles the male.'), ([163.7, 168], ' The male gets up and his face is bloody.'), ([169.08, 174.47], ' People help the male and carry him away.'), ([179.85, 184.16], ' The male leaves a black shoe behind.'), ([191.7, 196], ' People discuss in a circle.'), ([197.08, 201.39], ' The man nods his head.'), ([205.7, 215.39], ' People walk off the rodeo dirt and the man covers his nose.')]",https://www.youtube.com/watch?v=QLVgy-1ydr0
80,30y8Uy0B_uk,Rock climbing,training,1920x1080,172.66,"[([6.91, 157.12], 'A man is hanging on a rock wall and talking to the camera.'), ([16.4, 30.22], ' The man swings back and fourth and how to keep your balance when rock climbing.'), ([25.04, 45.76], ' He begins climbing up the wall and talking about keeping straight arms.'), ([46.62, 114.82], ' He continues climbing up the wall and where to position your feet and how to push.'), ([144.17, 159.71], ' He finally makes it to the top of the rock wall and faces the camera.')]",https://www.youtube.com/watch?v=30y8Uy0B_uk
81,VRwI8Iydb_o,Building sandcastles,validation,1920x1080,141.16,"[([0, 25.41], 'litle blonde kid is waking up and throw a eddy to her sister in the other bed and stands in front of a draer looking fo clothes.'), ([25.41, 43.76], ' kids are running in the outside and pulling a cart into a sandy beach.'), ([43.76, 61.4], ' the two girls and a kid are doing a sandcastle on seashore.'), ([61.4, 91.75], ' the kids step on the sandcastle and destroy it and walks into the shore and sunbathe on top of towels.'), ([91.75, 141.16], ' kid gives a seashell to the girls and walks in the seashore jumping and laughing and then the credits appears.')]",https://www.youtube.com/watch?v=VRwI8Iydb_o
82,wxoe1M2L4Qo,Scuba diving,training,1280x720,216.39,"[([6.49, 15.15], 'A camera records a shop with two people standing inside, eventually leading over to a group of people standing by docks.'), ([15.15, 49.77], ' A man walks down the docks while another holds a bucket and the camera pans to a woman talking.'), ([49.77, 100.62], ' The woman puts on a vest and goggles and walks down into a boat.'), ([100.62, 144.98], ' She talks to the camera while adjusting her goggles and is led over to the water wearing a tank.'), ([146.06, 209.9], ' She hops in the water with the man and climbs back into the boat talking to the camera.')]",https://www.youtube.com/watch?v=wxoe1M2L4Qo
83,KptXzRFIvTw,Decorating the Christmas tree,training,1280x720,144.48,"[([10.11, 20.95], 'A person named Chad wearing a black and gray jacket is standing next to a Christmas tree and giving a tutorial on how to decorate it.'), ([20.95, 48.4], ' He is holding a crystal star in his hands which he places on top of the tree.'), ([48.4, 62.12], ' Then he takes some Christmas lights lights and twirls it around the branches of the tree.'), ([62.12, 96.08], ' He takes a red garland and demonstrates how to wrap it around the tree.'), ([96.08, 122.08], ' He then takes some red and gold ornaments and shows how to place them on the tree.'), ([122.08, 135.08], ' He also takes a red ribbon and red berries to add to the tree.'), ([135.08, 144.48], ' He stands next to the fully decorated tree as he completes his tutorial.')]",https://www.youtube.com/watch?v=KptXzRFIvTw
84,32z1yiC0Co0,Running a marathon,validation,1920x1080,192.52,"[([3.85, 188.67], 'A group of woman run an outdoor marathon.'), ([3.85, 14.44], '  A group of women in “FAB 50” neon green t-shirts is shown at an outdoor event with tents at night.'), ([24.06, 51.98], '  A large group of women and a few men are then shown jogging past a start line in an outdoor marathon.'), ([51.02, 125.14], '  A series of still shots then display of the women, and some men, at various stages of the marathon running, breaking smiling and laughing, many while wearing the “Fab 50” t-shirt.'), ([125.14, 179.04], '  The last few still shots are of women throwing their arms up in victory and taking one last posed, group shot.')]",https://www.youtube.com/watch?v=32z1yiC0Co0
85,zpJ91CkCiyw,Rollerblading,training,1280x720,135.65,"[([0, 10.85], 'We see two men on a city street and the title loads.'), ([10.85, 26.45], ' A man takes off his hood and talks to the camera.'), ([26.45, 111.91], ' We see men in roller blades fall then skate down a railing.'), ([46.12, 48.16], ' A person flashes a light at the camera.'), ([52.9, 57.65], ' A man falls on the railing.'), ([60.36, 64.43], ' A person falls at the bottom of the stairs and then the light is flashing again.'), ([62.4, 75.96], ' We see a man fall down the railing three times.'), ([84.1, 135.65], '  We see the men talk and shake hands before seeing the end screen.')]",https://www.youtube.com/watch?v=zpJ91CkCiyw
86,KKrHX-pywBQ,Longboarding,training,1280x720,193.45,"[([8.71, 30.95], 'A young man wearing a white shirt and helmet and black pants is holding a skateboard in his hands as he walks.'), ([30.95, 48.36], ' He puts the skateboard down and begins skating on an asphalt road.'), ([48.36, 70.61], ' He flips the skateboard several times and goes on circles.'), ([70.61, 88.99], ' Two people walk past him as he continues to skateboard.'), ([88.99, 116.07], ' The man begins to speed up on his skateboard as he goes down the road.'), ([116.07, 136.38], ' He also skates past a lake on a long and winding road.'), ([136.38, 156.69], ' He skates past a field and mountains that are filled with greenery.'), ([156.69, 170.23], ' He tries various stunts and tricks on his skateboard.'), ([170.23, 183.77], ' He continues to skateboard through the roads.'), ([183.77, 193.45], ' He falls off the skateboard on the side of the road, but gets right back on it and skates away.')]",https://www.youtube.com/watch?v=KKrHX-pywBQ
87,Z4KErmUO3gw,Bullfighting,training,1280x720,202.06,"[([0, 3.03], 'We see an opening title screen.'), ([3.03, 18.19], ' We see two ladies dancing in a field.'), ([19.2, 166.7], ' We switch to ladies dancing around a bull in a rind.'), ([166.7, 177.81], ' We see the ladies stand next to each other.'), ([178.82, 182.87], ' We see the ladies on their knees in the field.'), ([178.82, 186.91], ' We see three ladies on the field.'), ([188.93, 192.97], ' We see two ladies dancing.'), ([193.98, 202.06], ' We see the closing screens.')]",https://www.youtube.com/watch?v=Z4KErmUO3gw
88,4UIAc9irBLs,Swimming,training,1920x1080,63.35,"[([0, 59.23], 'A woman and a young girl swim in a pool.'), ([0, 4.75], '  The young girl holds on to the woman as she swims.'), ([4.75, 44.97], ' The young girl lets go and swims near the woman.'), ([45.61, 54.16], ' The young girl and the woman hold hands and swim to the surface of the pool.'), ([54.48, 58.91], ' The woman holds on to the girl.')]",https://www.youtube.com/watch?v=4UIAc9irBLs
89,HNIs8lFvKkA,Ping-pong,training,1920x1080,221.07999999999998,"[([8.84, 24.32], 'There are two people dressed in yellow shirts playing table tennis in a finished basement.'), ([24.32, 36.48], ' There are three people seated on sofas next to them watching soccer television.'), ([36.48, 55.27], ' Another person seated on the sofa is playing on his phone.'), ([55.27, 71.85], ' The two players continue playing table tennis.'), ([71.85, 106.12], ' The player on the right hits the ball which is opponent returns in a fast manner.'), ([106.12, 141.49], ' The ball falls off the table.'), ([141.49, 163.6], ' The person on the right runs to pick up the ball.'), ([163.6, 174.65], ' They continue playing and serving the ball.'), ([174.65, 185.71], ' A guy dressed in a black hoodie walks by.'), ([185.71, 214.45], ' One of the player pauses to adjust the table.'), ([214.45, 221.08], ' They continue playing table tennis as they talk to each other.')]",https://www.youtube.com/watch?v=HNIs8lFvKkA
90,EGrXaq213Oc,Snowboarding,validation,1280x720,126.39,"[([1.9, 115.01], 'There are many young children in a snowboarding school.'), ([2.53, 6.95], ' The small children are going on snowboarding lifts to begin their lessons.'), ([8.22, 12.64], ' A woman dressed in a green winter coat and white woolen hat is talking about the snowboarding school.'), ([12.01, 16.43], "" There's a small boy snowboarding down the slope.""), ([15.17, 17.69], ' There are some adults helping small children get ready with their snowboarding equipment and gear.'), ([18.96, 24.01], ' The young snowboarder continues to go down the mountain slope steadily.'), ([24.65, 34.12], ' An instructor from the snowboarding school is helping some young children get up after falling down.'), ([31.6, 55.61], ' The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps.'), ([54.98, 76.46], ' One of the students does impressive stunts and moves while snowboarding.'), ([75.2, 101.74], ' The instructors continue to teach their students.'), ([96.69, 111.22], ' The young snowboarders show off their talent as they go down the slopes.'), ([111.85, 116.28], ' One of the students shows the medal that he has won in a snowboarding competition.')]",https://www.youtube.com/watch?v=EGrXaq213Oc
91,sqcJOpPrexQ,Roof shingle removal,validation,1920x1080,44.4,"[([0, 6.22], 'A screen appears with a layout of a home and a lot of black, white and red words that say ""Tool Box Buzz News, Reviews and Information PRODUCT REVIEWS BY INDUSTRY EXPERT TODD FRATZEL"".'), ([6.22, 9.55], 'A picture of a tool appears on a red screen and to the right there are black words that say ""RIDGID MODEL R040SCA ROOFING CUTTER"".'), ([9.55, 30.63], ' A hand is now holding the tool, showing it at different angles and then begins using it to cut an object to demonstrate how it cuts.'), ([30.63, 39.73], ' The person then picks up the piece it just cut and puts it back down.'), ([39.73, 44.4], ' The last screen that appears is the exact same screen as the one that appeared in the beginning, but this time it also includes the website.')]",https://www.youtube.com/watch?v=sqcJOpPrexQ
92,xaCOYdzox0g,Preparing pasta,validation,1280x720,229.74,"[([0, 31.01], 'Several entrees are shown across a stage with a play button in the corner.'), ([29.87, 89.6], 'Then,a plate of pasta is shown and shredded cheese is then drizzled over it.'), ([89.6, 114.87], 'The chef then begins with several meats and fries them in a skillet.'), ([114.87, 150.48], 'After the meat is in their,several vegetables are added and the post is then set aside.'), ([150.48, 189.53], 'Now its time for the sauce,tomatoes are put in the pan and other ingredients are added like salt and vegetables.'), ([189.53, 229.74], ' Once complete,the meat is added to the pasta,the stove gets turned off and the dish is served.')]",https://www.youtube.com/watch?v=xaCOYdzox0g
93,v1FHFQ1UZHw,Hanging wallpaper,training,1280x720,164.35,"[([0, 7.4], ' A man writing on the wall.'), ([7.4, 14.79], ' Switches to a product being featured.'), ([14.79, 24.65], ' The man writes on the wall again.'), ([24.65, 27.94], ' He begins to apply product.'), ([28.76, 30.4], ' Switches to the product again.'), ([30.4, 37.8], ' He writes on the wall.'), ([37.8, 47.66], ' He begins to lay out tools.'), ([47.66, 57.52], ' Next he measures and levels the wall.'), ([57.52, 71.49], ' He takes out the product and begins placing a coat on the crack in the wall.'), ([71.49, 83], ' He then takes a roller and rolls it along the wall.'), ([83, 109.29], ' Next he hangs and apply s a white sheet to the wall.'), ([109.29, 137.23], ' He repeats the process in the different sections of the wall that need it.'), ([137.23, 144.63], ' Now He writes on the wall again.'), ([144.63, 150.38], 'Next a dog jumps in front of a wall.'), ([150.38, 155.31], ' He writes again on the wall.'), ([155.31, 164.35], ' Lettering appears on the screen for the product.')]",https://www.youtube.com/watch?v=v1FHFQ1UZHw
94,x_FAc0KqMVw,Playing guitarra,validation,1280x720,119.37,"[([0, 6.57], 'Two men are sitting on stools with guitars in their laps with captions.'), ([5.97, 11.94], ' ""Hello, We are guitar unit ""OKABAYASHI"".'), ([11.34, 51.93], '  The men talk about the guitar.'), ([51.33, 79.38], ' The man on the left describes his guitar.'), ([79.38, 96.69], ' The men begin to play the guitars.'), ([98.48, 119.37], ' They finish the song and look at the camera.')]",https://www.youtube.com/watch?v=x_FAc0KqMVw
95,cz20Wqx9d4Q,Arm wrestling,training,1920x1080,149.79,"[([0, 23.22], 'Two men are sitting at a picnic table getting ready to arm wrestle.'), ([23.22, 31.46], ' Various people are watching from the sides and the men begin to arm wrestle.'), ([32.95, 48.68], ' A man is interviewed by the cameraman and shows off his biceps to the camera.'), ([54.67, 85.38], ' Two men continue talking to the camera and eventually begin arm wrestling again.'), ([86.13, 118.34], ' They play various matches of arm wrestling and interview a woman onlooker who also wants to arm wrestle.'), ([118.34, 149.79], ' The man lets her win their arm wrestling match and the girl seems giddy.')]",https://www.youtube.com/watch?v=cz20Wqx9d4Q
96,buhaBimF4M0,Rollerblading,training,1920x1080,209.63,"[([0, 12.58], 'A woman on roller blades moves backwards, falls on the grass and laughs.'), ([9.43, 20.96], ' A friend is talking with the fallen woman as she tries to get up.'), ([15.72, 29.35], ' A friend talks to her while holding the camera and offers her a hand to get up.'), ([35.64, 199.15], ' Two women hold hand and start rollerblading, while the girl in the red shirt learns how.'), ([201.24, 209.63], ' The girl in the red shirt falls and they all laugh.')]",https://www.youtube.com/watch?v=buhaBimF4M0
97,PFn7a6eEhb4,Bullfighting,training,1280x720,111.99000000000001,"[([4.48, 21.84], 'The camera zooms in on a baby cow with various title pages shown across the screen.'), ([28, 39.76], ' A group of men run around a calf while others hold him down.'), ([35.84, 45.92], ' A drunk man attempts to interact with a bull and is flipped into the air.'), ([46.48, 88.47], ' Several men drag him out while a tourist attempts to draw the bull in.'), ([91.83, 111.99], ' The bull nearly grabs him but the boy makes it on the fence and throws the red blanket on the bull.')]",https://www.youtube.com/watch?v=PFn7a6eEhb4
98,ZoKZTceDTLA,Laying tile,training,1280x720,165.0,"[([0, 15.68], 'We see a man talking while walking through a house.'), ([25.58, 37.13], ' We see another man working on the floor.'), ([49.5, 90.75], ' We see a man laying tile in another room.'), ([92.4, 153.45], ' Two men are in the same room working on different projects.'), ([155.1, 165], ' We see the man talking to the camera again.')]",https://www.youtube.com/watch?v=ZoKZTceDTLA
99,mOVPZhGyUrs,Ping-pong,training,1280x720,67.87,"[([3.73, 9.16], 'There are two men playing ping pong in a basement.'), ([9.16, 11.88], ' One of the players is wearing a black shirt and the other is a blue shirt.'), ([11.88, 31.22], ' There is a mattress leaning against the basement wall.'), ([31.22, 43.78], ' The players continue playing a smooth rally.'), ([43.78, 46.83], ' Then the person in black misses the shot.'), ([46.83, 55.99], ' They continue playing ping pong for a few more rounds.'), ([55.99, 64.82], ' The person in blue hits the ball in the net.'), ([64.82, 67.87], ' They continue playing more till the person in blue drops the ball on the ground.')]",https://www.youtube.com/watch?v=mOVPZhGyUrs
100,vgO3mzJGbSI,Getting a piercing,training,1280x720,203.22,"[([0, 21.34], 'A camera pans around a shop and pans back to a girl talking.'), ([22.35, 57.92], ' She points to her face multiple times and gives a little tour of her room.'), ([57.92, 121.93], ' She continues talking to the camera and eventually shows footage of her getting her nose pierced.'), ([127.01, 159.53], ' She apears back in the room with the pierced nose and shows off a drink and sushi.'), ([158.51, 203.22], ' Finally she shows a book as well as a bag with white powder and herself in a pony tail.')]",https://www.youtube.com/watch?v=vgO3mzJGbSI
101,Mk9n7isIyBs,Baton twirling,training,1280x720,136.32999999999998,"[([4.77, 16.36], 'A woman wearing a pink and white shirt and black tights is standing in her front yard.'), ([16.36, 29.31], ' She is holding two batons in her and twirling them.'), ([29.31, 60.66], ' She twirls her body and turns around several times as she twirls the batons in both her hands.'), ([60.66, 81.79], ' She also moves her foot back and forth and walks and lifts her foot as she twirls.'), ([81.79, 97.47], ' She then throws the baton from underneath her leg and catches it with her other hand.'), ([97.47, 110.42], ' she continues twirling the baton near a shady tree.'), ([110.42, 130.87], ' she turns her entire body around as she twirls the batons.'), ([130.87, 136.32], ' She finally bows down and holds the baton straight in her hand.')]",https://www.youtube.com/watch?v=Mk9n7isIyBs
102,FL9yhHtoc6c,Zumba,training,1280x720,220.64,"[([9.93, 23.17], 'A man and a woman are dancing on a concrete ground at night under a street light.'), ([23.17, 39.71], ' Both the man and the woman are wearing a black tank top and black shorts along with black shoes.'), ([39.71, 56.26], ' They are dancing in a synchronized manner by following choreographed dance steps to a song.'), ([56.26, 67.29], ' They move their hands as they lift their right leg up high while dancing.'), ([67.29, 75.02], ' Then they shake their hips and their heads they lip sync to the song.'), ([75.02, 93.77], ' when the music gets faster, they move their hands in a circular motion.'), ([93.77, 115.83], ' They also lift their knees up high while shaking their bodies.'), ([115.83, 136.79], ' They repeat the steps every time the chorus of the song plays.'), ([136.79, 194.16], ' They lift their knees up high alternating between the two legs.'), ([194.16, 201.88], ' They continue to dance as they hold up the palms of their hands straight up and move their hips.'), ([201.88, 212.91], ' They repeat the steps as the chorus of the song repeats.'), ([212.91, 220.64], ' Finally after the song ends, they both stand still with their hands on their hips.')]",https://www.youtube.com/watch?v=FL9yhHtoc6c
103,b2YyPJ02NNQ,Powerbocking,training,1280x720,133.74,"[([0, 30.76], 'We see a babies and kids playing.'), ([37.45, 42.13], ' Kids walk on silts in circles.'), ([59.51, 62.86], ' The kids walk in lines on their stilts.'), ([68.87, 73.56], ' A man helps a girl walk on slits.'), ([85.59, 90.27], ' A kid on stilts falls to their knees.'), ([119.03, 123.04], ' Kids walk in a circle on their stilts.'), ([127.05, 133.74], ' I see a closing screen and it fade to black.')]",https://www.youtube.com/watch?v=b2YyPJ02NNQ
104,UeH0TCDAbSU,Ironing clothes,training,1920x1080,139.18,"[([0, 139.18], 'A woman doing a presentation on how to iron a shirt.'), ([9.74, 39.67], ' She is discussing the shirt and brings out a startch spray.'), ([36.88, 45.93], ' She begins to to use the spray on the shirt.'), ([49.41, 61.94], ' She then rearranges the shirt.'), ([61.94, 82.12], ' Next she demonstrates how to iron the shirt.'), ([82.12, 94.64], ' She then shows how to get the harder creases out.'), ([97.43, 112.04], ' Next she flips over the shirt and places the sleeve down.'), ([112.04, 119.7], ' She then shows how to iron the sleeve.'), ([119.7, 139.18], ' She then flips the shirt over.')]",https://www.youtube.com/watch?v=UeH0TCDAbSU
105,4XavNhCs-Do,Slacklining,training,1920x1080,134.14,"[([18.11, 106.64], 'There is man wearing a blue shirt and another man in black seated on a rock, talking about rock climbing.'), ([40.24, 106.64], ' They are seated at a very high altitude in the mountains.'), ([59.02, 126.76], ' The person in blue is demonstrating how the rope is fastened from the rocks.'), ([91.22, 126.76], ' He is also showing tight rope walking from one end to another.'), ([111.34, 118.72], ' Then the person in black also walks on a tight rope.')]",https://www.youtube.com/watch?v=4XavNhCs-Do
106,0A-p1Q0rseE,Mixing drinks,training,1280x720,102.52000000000001,"[([2.05, 15.38], 'A mixologist is talking about how to make alcoholic drinks.'), ([10.25, 25.12], ' She talks about the drinks she makes a lot of favorites.'), ([23.07, 39.98], ' She starts with a voda soda and how to make one.'), ([43.57, 64.07], ' The next drink she makes is vodka seven.'), ([70.74, 102.52], ' Then she makes a screwdriver, a greyhound, and then mixed with cranberry juice.')]",https://www.youtube.com/watch?v=0A-p1Q0rseE
107,nLAm7USuYbA,High jump,validation,1920x1080,80.13,"[([0, 14.42], ""An athletic young man is standing on a field and runs and jumps over a horizontal pole that is 5'6 high and lands onto the padded landing area below it and a slow replay of it plays.""), ([14.42, 24.44], "" The man jumps again but this time at 5'10 high, he clears it, and once again it replays.""), ([24.44, 40.87], ' The man is now running and jumping over the pole that is now 6 feet high, he clears it like he did all the other heights and once again it replays.'), ([40.87, 60.5], "" Now the man is getting ready to jump and this one is 6'2 feet high, he clears it, lands on the padded landing, gives himself a thumbs up and walks off.""), ([60.5, 80.13], "" The man runs and now he's jumping 6'4 feet high but unfortunately he knocks the pole off and as soon as he realizes it he gets up and is very disappointed in himself."")]",https://www.youtube.com/watch?v=nLAm7USuYbA
108,wBij_rEXdCk,Breakdancing,training,1920x1080,183.58,"[([0, 9.18], 'We see a table covered with papers and a laptop as a man works.'), ([12.85, 22.95], ' The man leaves and goes to a graffiti covered garage and turns on a boombox.'), ([22.95, 49.57], ' The man break dances then sees there is a man across the room.'), ([50.48, 138.6], ' The men then take turns break dancing.'), ([140.44, 173.48], ' The men stand face to face and break dance together.'), ([174.4, 183.58], ' We then see the ending title screen.')]",https://www.youtube.com/watch?v=wBij_rEXdCk
109,mbGpp_nDwI4,Using parallel bars,validation,1920x1080,98.2,"[([0, 94.27], 'We see a male gymnast perform on the parallel bars.'), ([5.4, 15.22], ' First the man stretches and sticks out his butt.'), ([15.71, 16.69], ' He then mounts the parallel bars.'), ([51.06, 54.99], ' The man misses a bar and falls.'), ([55.48, 64.32], ' The man puts more chalk on his hands.'), ([68.74, 98.2], ' He gets back on the bars and flips a few times before dismounting the bars.')]",https://www.youtube.com/watch?v=mbGpp_nDwI4
110,gh5di42-RJo,Playing drums,training,1280x720,62.32,"[([3.43, 7.79], 'A small boy wearing a black and red striped shirt is sitting with a drum set and playing drums.'), ([7.79, 10.91], ' A man wearing a pink shirt and black trousers is standing next to him.'), ([10.91, 31.16], ' Another person wearing a denim shirt walks past the boy.'), ([31.16, 55.16], ' the boy continues to drum the cymbals and the hi-hat in a rhythmic way as the people cheer for him.'), ([55.16, 60.14], ' He alternately hits the cymbals and the snare drums with the sticks.'), ([60.14, 62.32], ' He ends by hitting the cymbals.')]",https://www.youtube.com/watch?v=gh5di42-RJo
111,2WzsyEvhPPI,Wrapping presents,training,1280x720,223.05,"[([0, 17.84], 'A man talking to the camera while holding a poster.'), ([17.84, 37.92], ' He grabs various objects off the table and explains his instructions.'), ([40.15, 88.11], ' He wraps a box with tin foil then writes on the box with a marker.'), ([88.11, 131.6], ' He lays out more tin foil and wraps another object with it.'), ([131.6, 210.78], ' He finishes wrapping all objects with tin foil and showing how.')]",https://www.youtube.com/watch?v=2WzsyEvhPPI
112,h-_dzZ3cCfc,Playing lacrosse,training,1920x1080,170.64,"[([0, 5.12], 'A man is shown talking to the camera while walking slowly onto the field with a group of players.'), ([8.53, 95.56], ' Various players are shown one on one with several shots of stadium and cities are shown.'), ([58.02, 71.67], ' The athletes prepare themselves for the match and are shown playing out on the field.'), ([86.18, 135.66], ' The men cheer when they score a goal and sit on the bench after being tired.'), ([134.81, 170.64], ' They run through stadiums and speak to the camera about being a professional athlete.')]",https://www.youtube.com/watch?v=h-_dzZ3cCfc
